conference,session,source_row_index,sent_index_in_row,sentence,dialogue_act,global_session,speaker,timestamp,global_start_sec,global_end_sec,clip_number,sent_start_sec_est,sent_end_sec_est,global_start_sec_y,global_end_sec_y,session_core,sent_time_sec,annotations,global_timestamp_sec,_utter_row,_sent_idx
2021_05_21_ABI_S11,2021_05_21_ABI_S11,,,Do they have to be or can they be fluorescent probes that work and,,2021_05_21_ABI_S11_ABI,Alexandra Dickinson,,,,,704.0,707.0,,,ABI,705.5,"[{'ask clarifying question': ""Jazz is asking Carolyn a clarifying question about whether probes have to be failures or can be fluorescent probes that work, following Carolyn's statement about talking to people who develop fluorescent probes that have failures.""}]",704.0,0,0
2021_05_21_ABI_S11,2021_05_21_ABI_S11,,,Failures?,,2021_05_21_ABI_S11_ABI,Alexandra Dickinson,,,,,703.0,704.0,,,ABI,703.5,"{'ask clarifying question': 'Jazz is asking for clarification on what Carolyn meant by ""failures"" in the context of developing fluorescent probes, as Carolyn mentioned talking to people who develop fluorescent probes that aren\'t fluorescent.'}",1407.0,1,0
2021_05_21_ABI_S11,2021_05_21_ABI_S11,,,"I have a question about it kind of ties into something we were talking about in our last breakout session, so not most of you weren't there, but um, we were talking about how fluorescence is very, very specific to certain molecules, a single molecule and how some of the other really cool imaging techniques that have are have a lot of use are not as specific.",,2021_05_21_ABI_S11_ABI,Alexandra Dickinson,,,,,621.9999999999999,645.8616714697406,,,ABI,633.9308357348702,"{'ask clarifying question': 'Jazz is asking about the specificity of photoacoustic imaging and what other molecules besides hemoglobin can be detected, seeking clarification on its capabilities, which builds on the previous discussion about photoacoustic imaging and its depth limitations.', 'expand on existing idea': 'Jazz is expanding on the idea of specificity in imaging techniques, which was discussed in the previous breakout session, by relating it to photoacoustic imaging and questioning its molecular detection capabilities.'}",2029.0,2,0
2021_05_21_ABI_S11,2021_05_21_ABI_S11,,,"I'm wondering for photoacoustic imaging, you know, I hear a lot about detecting hemoglobin and I assume that's because it's very concentrated and has sort of spectral properties that are that are easy to detect using the photoacoustic imaging.",,2021_05_21_ABI_S11_ABI,Alexandra Dickinson,,,,,645.8616714697406,661.9682997118156,,,ABI,653.9149855907781,"{'ask clarifying question': 'Jazz is asking about the specificity of photoacoustic imaging and what other molecules besides hemoglobin can be detected, seeking clarification on its capabilities, which builds on the previous discussion about photoacoustic imaging and its depth limitations.', 'expand on existing idea': 'Jazz is expanding on the idea of specificity in imaging techniques, which was discussed in the previous breakout session, by relating it to photoacoustic imaging and questioning its molecular detection capabilities.'}",2029.0,3,0
2021_05_21_ABI_S11,2021_05_21_ABI_S11,,,"What other kinds of molecules can you detect and um, yeah, what is the kind of specificity?",,2021_05_21_ABI_S11_ABI,Alexandra Dickinson,,,,,661.9682997118155,668.0,,,ABI,664.9841498559077,"{'ask clarifying question': 'Jazz is asking about the specificity of photoacoustic imaging and what other molecules besides hemoglobin can be detected, seeking clarification on its capabilities, which builds on the previous discussion about photoacoustic imaging and its depth limitations.', 'expand on existing idea': 'Jazz is expanding on the idea of specificity in imaging techniques, which was discussed in the previous breakout session, by relating it to photoacoustic imaging and questioning its molecular detection capabilities.'}",2029.0,4,0
2021_05_21_ABI_S11,2021_05_21_ABI_S11,,,"I mean, I was thinking that would be really cool and I don't think it's been done to my knowledge.",,2021_05_21_ABI_S11_ABI,Alexandra Dickinson,,,,,652.9999999999999,659.0410958904109,,,ABI,656.0205479452054,"[{'present new idea': 'Jazz introduces the idea of using the discussed imaging technologies to study regeneration processes in plants, specifically mentioning the resilience of bamboo as an example, which is a novel application within the context of the conversation.'}, {'express enthusiasm': 'Jazz expresses excitement about the potential of using the discussed technologies to study plant regeneration, indicating a positive outlook on the idea.'}]",2060.0,5,0
2021_05_21_ABI_S11,2021_05_21_ABI_S11,,,Um so I think that would be something pretty exciting to try.,,2021_05_21_ABI_S11_ABI,Alexandra Dickinson,,,,,659.0410958904109,662.8013698630137,,,ABI,660.9212328767123,"[{'present new idea': 'Jazz introduces the idea of using the discussed imaging technologies to study regeneration processes in plants, specifically mentioning the resilience of bamboo as an example, which is a novel application within the context of the conversation.'}, {'express enthusiasm': 'Jazz expresses excitement about the potential of using the discussed technologies to study plant regeneration, indicating a positive outlook on the idea.'}]",2060.0,6,0
2021_05_21_ABI_S11,2021_05_21_ABI_S11,,,"I mean, I was just thinking, you know, as everybody was talking, um something like you can think of plants are as super regenerators, right?",,2021_05_21_ABI_S11_ABI,Alexandra Dickinson,,,,,662.8013698630137,671.431506849315,,,ABI,667.1164383561644,"[{'present new idea': 'Jazz introduces the idea of using the discussed imaging technologies to study regeneration processes in plants, specifically mentioning the resilience of bamboo as an example, which is a novel application within the context of the conversation.'}, {'express enthusiasm': 'Jazz expresses excitement about the potential of using the discussed technologies to study plant regeneration, indicating a positive outlook on the idea.'}]",2060.0,7,0
2021_05_21_ABI_S11,2021_05_21_ABI_S11,,,"Like a a bamboo plant for instance, if you ever have bamboo in your yard and you're trying to get rid of it, it's not going to happen.",,2021_05_21_ABI_S11_ABI,Alexandra Dickinson,,,,,671.431506849315,679.6917808219179,,,ABI,675.5616438356165,"[{'present new idea': 'Jazz introduces the idea of using the discussed imaging technologies to study regeneration processes in plants, specifically mentioning the resilience of bamboo as an example, which is a novel application within the context of the conversation.'}, {'express enthusiasm': 'Jazz expresses excitement about the potential of using the discussed technologies to study plant regeneration, indicating a positive outlook on the idea.'}]",2060.0,8,0
2021_05_21_ABI_S11,2021_05_21_ABI_S11,,,Like that plan is going to grow back.,,2021_05_21_ABI_S11_ABI,Alexandra Dickinson,,,,,679.6917808219177,681.972602739726,,,ABI,680.8321917808219,"[{'present new idea': 'Jazz introduces the idea of using the discussed imaging technologies to study regeneration processes in plants, specifically mentioning the resilience of bamboo as an example, which is a novel application within the context of the conversation.'}, {'express enthusiasm': 'Jazz expresses excitement about the potential of using the discussed technologies to study plant regeneration, indicating a positive outlook on the idea.'}]",2060.0,9,0
2021_05_21_ABI_S11,2021_05_21_ABI_S11,,,"You can chop it down, you can cut off the roots, it will grow back.",,2021_05_21_ABI_S11_ABI,Alexandra Dickinson,,,,,681.9726027397261,686.1027397260274,,,ABI,684.0376712328767,"[{'present new idea': 'Jazz introduces the idea of using the discussed imaging technologies to study regeneration processes in plants, specifically mentioning the resilience of bamboo as an example, which is a novel application within the context of the conversation.'}, {'express enthusiasm': 'Jazz expresses excitement about the potential of using the discussed technologies to study plant regeneration, indicating a positive outlook on the idea.'}]",2060.0,10,0
2021_05_21_ABI_S11,2021_05_21_ABI_S11,,,"So it would be really cool to to look at a tissue like that that's really thick, um if you could get, you know, a centimeter or two into that tissue and and look at the, you know, the regeneration processes.",,2021_05_21_ABI_S11_ABI,Alexandra Dickinson,,,,,686.1027397260273,698.8630136986301,,,ABI,692.4828767123287,"[{'present new idea': 'Jazz introduces the idea of using the discussed imaging technologies to study regeneration processes in plants, specifically mentioning the resilience of bamboo as an example, which is a novel application within the context of the conversation.'}, {'express enthusiasm': 'Jazz expresses excitement about the potential of using the discussed technologies to study plant regeneration, indicating a positive outlook on the idea.'}]",2060.0,11,0
2021_05_21_ABI_S11,2021_05_21_ABI_S11,,,I think that would be really cool application of of this kind of technology that uh has not been to my knowledge done at all before.,,2021_05_21_ABI_S11_ABI,Alexandra Dickinson,,,,,698.8630136986301,707.0,,,ABI,702.931506849315,"[{'present new idea': 'Jazz introduces the idea of using the discussed imaging technologies to study regeneration processes in plants, specifically mentioning the resilience of bamboo as an example, which is a novel application within the context of the conversation.'}, {'express enthusiasm': 'Jazz expresses excitement about the potential of using the discussed technologies to study plant regeneration, indicating a positive outlook on the idea.'}]",2060.0,12,0
